Nama_Perusahaan,Kelurahan,Kecamatan,Kota,Provinsi,Sektor,Klasifikasi_Perusahaan,Status_Kepemilikan,Pria,Wanita,Total_TK,TKA_Pria,TKA_Wanita,Disabilitas_Pria,Disabilitas_Wanita,PKWTT_Pria,PKWT_Pria,PKWTT_Wanita,PKWT_Wanita,PKWTT_Wanita_Disabilitas,PKWT_Wanita_Disabilitas,PKWTT_Pria_Disabilitas,PKWT_Pria_Disabilitas,Permodalan,PP,PKB
Perusahaan 8141,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8142,Cimpaeun,Tapos,KOTA DEPOK,JAWA BARAT,Instalasi Telekomunikasi,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8143,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Restoran,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8144,Jatimulya,Cilodong,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Industri,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8145,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8146,Tanah Baru,Beji,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8147,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Pergudangan Dan Penyimpanan,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8148,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,"Perdagangan Besar Bahan Bakar Padat, Cair Dan Gas Dan Produk Ybdi",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8149,Beji,Beji,KOTA DEPOK,JAWA BARAT,Jasa Reservasi Lainnya Ybdi Ytdl,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8150,Cilodong,Cilodong,KOTA DEPOK,JAWA BARAT,Budidaya Ikan Hias Air Tawar,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8151,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Pakaian,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8152,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Aktivitas Hosting Dan Ybdi,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8153,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Berbagai Macam Material Bangunan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8154,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Peralatan Dan Perlengkapan Rumah Tangga Lainnya Dalam Subgolongan 4759,Kecil,Swasta,9,4,13,0,0,0,0,0,9,0,4,0,0,0,0,PMDN,Ya,Tidak
Perusahaan 8155,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8156,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8157,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Kaki Lima Dan Los Pasar Minuman,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8158,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Kedai Makanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8159,Mekarsari,Cimanggis,KOTA DEPOK,JAWA BARAT,Kegiatan Jasa Penunjang Pencetakan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8160,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Sepatu, Sandal Dan Alas Kaki Lainnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8161,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Industri Barang Jadi Tekstil Untuk Keperluan Rumah Tangga,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8162,Cisalak Pasar,Cimanggis,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Obat Tradisional,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8163,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8164,Sawangan Baru,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Barang Percetakan Dan Penerbitan Dalam Berbagai Bentuk,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8165,Cimpaeun,Tapos,KOTA DEPOK,JAWA BARAT,Reparasi Mobil,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8166,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8167,Mampang,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Warung Makan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8168,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Tempat Tinggal,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8169,Cinere,Cinere,KOTA DEPOK,JAWA BARAT,Aktivitas Praktik Dokter Umum,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8170,Gandul,Cinere,KOTA DEPOK,JAWA BARAT,"Perdagangan Besar Alat Transportasi Darat (Bukan Mobil, Sepeda Motor, Dan Sejenisnya), Suku Cadang Dan Perlengkapannya",Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 8171,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,Event Organizer,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8172,Beji,Beji,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8173,Kemiri Muka,Beji,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8174,Mekarsari,Cimanggis,KOTA DEPOK,JAWA BARAT,Industri Peralatan Pengontrol Dan Pendistribusian Listrik,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8175,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Genteng, Batu Bata, Ubin Dan Sejenisnya Dari Tanah Liat, Kapur, Semen Atau Kaca",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8176,Sukamaju Baru,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Barang Logam Untuk Bahan Konstruksi,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8177,Kedaung,Sawangan,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8178,Pondok Petir,Bojongsari,KOTA DEPOK,JAWA BARAT,Real Estat Yang Dimiliki Sendiri Atau Disewa,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8179,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Bahan Kimia,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8180,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Jasa Pengurusan Transportasi (Jpt),Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8181,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Kedai Makanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8182,Beji Timur,Beji,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Roti, Kue Kering, Serta Kue Basah Dan Sejenisnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8183,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Aktivitas Penyewaan Dan Sewa Guna Tanpa Hak Opsi Alat Perekaman Gambar & Editing,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8184,Sawangan Baru,Sawangan,KOTA DEPOK,JAWA BARAT,Penyediaan Sumber Daya Manusia Dan Manajemen Fungsi Sumber Daya Manusia,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8185,Kalimulya,Cilodong,KOTA DEPOK,JAWA BARAT,Dekorasi Interior,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8186,Tapos,Tapos,KOTA DEPOK,JAWA BARAT,Reparasi Mobil,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8187,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Industri Produk Farmasi Untuk Manusia,Kecil,Swasta,3,3,6,0,0,0,0,3,0,1,2,0,0,0,0,PMA,Tidak,Tidak
Perusahaan 8188,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8189,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Pendidikan,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8190,Cimpaeun,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Kaki Lima Dan Los Pasar Beras,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8191,Sawangan Baru,Sawangan,KOTA DEPOK,JAWA BARAT,Pelatihan Kerja Bisnis Dan Manajemen Swasta,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8192,Krukut,Limo,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Barang Pecah Belah Dan Perlengkapan Dapur Bukan Dari Plastik, Batu, Tanah Liat, Kayu, Bambu Atau Rotan",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8193,Kemiri Muka,Beji,KOTA DEPOK,JAWA BARAT,Restoran,Kecil,Swasta,6,2,8,0,0,0,0,4,2,2,0,0,0,0,0,PMA,Ya,Tidak
Perusahaan 8194,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Komputer Dan Perlengkapan Komputer,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8195,Beji,Beji,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Mobil Baru,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8196,Kedaung,Sawangan,KOTA DEPOK,JAWA BARAT,Pertanian Tanaman Untuk Bahan Minuman,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8197,Sukamaju,Cilodong,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Peralatan Dan Perlengkapan Rumah Tangga,Besar,Swasta,233,26,259,0,0,0,0,60,173,6,20,0,0,0,0,PMDN,Ya,Tidak
Perusahaan 8198,Cinangka,Sawangan,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Kaki Lima Dan Los Pasar Komoditi Makanan Dan Minuman Ytdl,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8199,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Melalui Media Untuk Berbagai Macam Barang Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8200,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,Budidaya Ayam Ras Pedaging,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8201,Cipayung,Cipayung,KOTA DEPOK,JAWA BARAT,Industri Pakaian Jadi (Konveksi) Dari Tekstil,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8202,Harjamukti,Cimanggis,KOTA DEPOK,JAWA BARAT,Aktivitas Klinik Swasta,Menengah,Swasta,3,19,22,0,0,0,0,2,1,18,1,0,0,0,0,PMDN,Tidak,Ya
Perusahaan 8203,Cimpaeun,Tapos,KOTA DEPOK,JAWA BARAT,"Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8204,Pangkalan Jati,Cinere,KOTA DEPOK,JAWA BARAT,Aktivitas Perparkiran Di Luar Badan Jalan (Off Street Parking),Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8205,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Aktuaria,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8206,Gandul,Cinere,KOTA DEPOK,JAWA BARAT,Perantara Moneter Lainnya,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMA,Tidak,Tidak
Perusahaan 8207,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Industri Produk Roti Dan Kue,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8208,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Industri Barang Bangunan Dari Kayu,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8209,Rangkapan Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Bahan Kimia,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8210,Cimpaeun,Tapos,KOTA DEPOK,JAWA BARAT,Penyediaan Akomodasi Jangka Pendek Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8211,Mekarsari,Cimanggis,KOTA DEPOK,JAWA BARAT,"Industri Makaroni, Mie Dan Produk Sejenisnya",Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8212,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Daging Sapi Dan Daging Sapi Olahan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8213,Pancoran Mas,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8214,Beji,Beji,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Melalui Media Untuk Komoditi Tekstil, Pakaian, Alas Kaki Dan Barang Keperluan Pribadi",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8215,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,Industri Pakaian Jadi (Konveksi) Dari Tekstil,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8216,Cilangkap,Tapos,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8217,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Mobil Bekas,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8218,Curug,Bojongsari,KOTA DEPOK,JAWA BARAT,Industri Minuman Lainnya,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8219,Cimpaeun,Tapos,KOTA DEPOK,JAWA BARAT,Aktivitas Panti Asuhan Swasta,Belum Input Data,Yayasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 8220,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8221,Sawangan Baru,Sawangan,KOTA DEPOK,JAWA BARAT,Pendidikan Bimbingan Belajar Dan Konseling Swasta,Belum Input Data,Yayasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8222,Sukatani,Tapos,KOTA DEPOK,JAWA BARAT,Kedai Makanan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8223,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Alat Tulis Menulis Dan Gambar,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8224,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Aktivitas Konsultasi Manajemen Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8225,Tapos,Tapos,KOTA DEPOK,JAWA BARAT,Warung Makan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8226,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Roti, Kue Kering, Serta Kue Basah Dan Sejenisnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8227,Pasir Gunung Selatan,Cimanggis,KOTA DEPOK,JAWA BARAT,Reparasi Mobil,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8228,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Aktivitas Biro Perjalanan Wisata,Kecil,Swasta,11,4,15,0,0,0,0,11,0,4,0,0,0,0,0,Swasta Nasional,Tidak,Tidak
Perusahaan 8229,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,null,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8230,Leuwinanggung,Tapos,KOTA DEPOK,JAWA BARAT,Perdagangan Besar Atas Dasar Balas Jasa (Fee) Atau Kontrak,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8231,Kedaung,Sawangan,KOTA DEPOK,JAWA BARAT,Aktivitas Puskesmas,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8232,Curug,Cimanggis,KOTA DEPOK,JAWA BARAT,Industri Kue Basah,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8233,Jatijajar,Tapos,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembakau Di Supermarket/Minimarket",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8234,Pondok Cina,Beji,KOTA DEPOK,JAWA BARAT,Konstruksi Gedung Kesehatan,Belum Input Data,Persero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8235,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Industri Kue Basah,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8236,Depok,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Tas, Dompet, Koper, Ransel Dan Sejenisnya",Mikro,Swasta,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,Swasta Nasional,Ya,Ya
Perusahaan 8237,Baktijaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Penyediaan Akomodasi Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8238,Cisalak Pasar,Cimanggis,KOTA DEPOK,JAWA BARAT,Kedai Minuman,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8239,Mampang,Pancoran Mas,KOTA DEPOK,JAWA BARAT,"Perdagangan Besar Alat Laboratorium, Farmasi Dan Kedokteran",Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8240,Tugu,Cimanggis,KOTA DEPOK,JAWA BARAT,Restoran,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8241,Rangkapan Jaya Baru,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Industri Minuman Ringan,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8242,Kemiri Muka,Beji,KOTA DEPOK,JAWA BARAT,Pertanian Tanaman Obat Atau Biofarmaka Non Rimpang,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8243,Depok Jaya,Pancoran Mas,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Peralatan Listrik Rumah Tangga Dan Peralatan Penerangan Dan Perlengkapannya,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8244,Sawangan Baru,Sawangan,KOTA DEPOK,JAWA BARAT,Pembibitan Dan Budidaya Aneka Ternak Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8245,Abadi Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Perlengkapan Pengendara Kendaraan Bermotor,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8246,Tapos,Tapos,KOTA DEPOK,JAWA BARAT,Industri Furnitur Dari Kayu,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8247,Mekar Jaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Restoran,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8248,Tirtajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,"Perdagangan Eceran Sepatu, Sandal Dan Alas Kaki Lainnya",Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8249,Mekarsari,Cimanggis,KOTA DEPOK,JAWA BARAT,Perdagangan Eceran Makanan Lainnya,Belum Input Data,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8250,Pasir Putih,Sawangan,KOTA DEPOK,JAWA BARAT,Aktivitas Salon Kecantikan,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
Perusahaan 8251,Sukmajaya,Sukmajaya,KOTA DEPOK,JAWA BARAT,Kegiatan Jasa Penunjang Pencetakan,Belum Input Data,Swasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMDN,Tidak,Tidak
